"CONTEXT", "ID", "TEXT"
"end:help-few-ezic","EZIC has been crushed. The balance of justice is restored.","L'ordre de l'EZIC a été anéanti. L'équilibre de la justice est maintenant rétabli."
"end:help-few-ezic","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:escape","You board the late train to the Northern Territories. It is nearly empty.","Vous montez à bord du train du soir pour les Territoires du Nord. Il est quasiment vide."
"end:escape","You pay for the hastily forged passport and re-entry ticket. They look terrible.","Vous payez pour le faux passeport et le ticket de retour sur le territoire. C'est du travail d'amateur."
"end:escape","You pay for the hastily forged passports and re-entry tickets. They look terrible.","Vous payez pour les faux passeports et les tickets de retour sur le territoire. C'est du travail d'amateur."
"end:escape","You reach the border crossing at dawn. The line is immense.","Vous atteignez le poste-frontière à l'aube. La queue est interminable."
"end:escape","Six hours later.","Six heures plus tard."
"end:escape","Your documents.","Vos papiers !"
"end:escape","Here.","Les voici."
"end:escape","You are entering alone?","Vous voyagez seul ?"
"end:escape","Yes.","Oui."
"end:escape","I come to visit relatives.","Je viens rendre visite à de la famille."
"end:escape","No, my family as well.","Non, nous voyageons en famille."
"end:escape","Hand over all documents now.","Donnez-moi tous les papiers."
"end:escape","We come to visit relatives.","Nous venons visiter des parents éloignés."
"end:escape","I do not care why you come. Wait here.","Peu importe pourquoi vous venez. Attendez ici."
"end:escape","*KACHUNK*","*KLONK*"
"end:escape","Welcome to Obristan. Next!","Bienvenue en Obristan. Suivant !"
"end:help-ezic-hold-fire","Inspector! It is a glorious day!","Inspecteur ! C'est un jour glorieux !"
"end:help-ezic-hold-fire","The border has been pierced.","La frontière est tombée."
"end:help-ezic-hold-fire","EZIC grows strong while the corrupt and greedy weaken.","L'EZIC se renforce pendant que le pouvoir cupide et corrompu s'affaiblit."
"end:help-ezic-hold-fire","We are moving you and your family to a better home.","Nous vous transférons dans un meilleur logement pour vous et votre famille."
"end:help-ezic-hold-fire","Your services as an inspector are no longer required. We need agents.","Vos services en tant qu'inspecteur ne sont plus requis. Nous avons besoin d'agents."
"end:help-ezic-hold-fire","Follow us and together we will complete the revolution!","Suivez-nous et ensemble, nous terminerons cette révolution !"
"end:help-ezic-hold-fire","Glory to the New Arstotzka.","Gloire à la nouvelle Arstotzka !"
"end:ignore-ezic","Hello inspector.","Bonjour inspecteur."
"end:ignore-ezic","We have audited your activities for the past 20 years.","Nous avons étudié vos activités de ces 20 dernières années."
"end:ignore-ezic","There are some anomalies.","Nous avons découvert quelques anomalies."
"end:ignore-ezic","But you have served Arstotzka well.","Mais vous avez bien servi l'Arstotzka."
"end:ignore-ezic","We will overlook these small transgressions.","Nous fermerons donc les yeux sur ces quelques transgressions."
"end:ignore-ezic","You have been cleared of any suspicion.","Vous êtes lavé de tout soupçon."
"end:ignore-ezic","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:ignore-ezic","A new agreement has been reached with Kolechia.","Un nouvel accord a été trouvé avec la Koléchie."
"end:ignore-ezic","Grestin Border Checkpoint will reopen soon.","Le poste-frontière de Grestin rouvrira bientôt."
"end:ignore-ezic","Return to your post on January 1st.","Revenez à votre poste le 1er janvier."
"end:ignore-ezic","ENDLESS UNLOCK CODE: 62131","CODE DE DÉBLOCAGE DU MODE INFINI : 62131"
"endless:timed","Timed","Temps limité"
"endless:timed","Process as many travelers as possible in 10 minutes.","Contrôlez un maximum de voyageurs en 10 minutes."
"endless:timed","ENDLESS - TIMED

Process as many travelers as possible in 10 minutes. One point per traveler. Lose 30 seconds for each citation.","INFINI - TEMPS LIMITÉ

Traitez autant de voyageurs que possible en 10 minutes. Vous gagnerez 1 point par voyageur et perdrez 30 secondes par réprimande."
"endless:perfection","Perfection","Perfection"
"endless:perfection","Game over at first penalty. Earn dwindling points.","Game over dès la première pénalité. Les points diminuent progressivement."
"endless:perfection","ENDLESS - PERFECTION

Earn points for processing travelers. No citations allowed. Ten points per traveler in the first minute, one less point for each minute that passes. Work quickly.","INFINI - PERFECTION

Gagnez des points en traitant des voyageurs. Réprimandes interdites. Gagnez 10 points par voyageur durant la première minute, puis 1 point en moins par minute écoulée. Travaillez vite."
"endless:endurance","Endurance","Endurance"
"endless:endurance","Play until balance goes negative. Avoid penalties.","Jouez jusqu'à vous retrouver sans le sou. Évitez les pénalités."
"endless:endurance","ENDLESS - ENDURANCE

Process travelers until your balance drops below zero. Citations penalize an escalating number of points. The highest achieved points are remembered for scoring.","INFINI - ENDURANCE

Traitez des voyageurs jusqu'à ce que vos financent passent dans le rouge. Les réprimandes font perdre de plus en plus de points. Le plus haut score atteint est celui qui compte à la fin."
"endless:course1","Course 1","Épreuve 1"
"endless:course2","Course 2","Épreuve 2"
"endless:course3","Course 3","Épreuve 3"
"endless:course4","Course 4","Épreuve 4"
"bullend:1A","Check rulebook for rules in effect.","Consultez le Règlement pour connaître les règles applicables."
"bullend:2A","Check rulebook for rules in effect.","Consultez le Règlement pour connaître les règles applicables."
"bullend:3A","Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.","Consultez le Règlement pour connaître les règles applicables. Un tampon RAISON DU REFUS est requis en cas de refus d'entrée."
"bullend:4A","Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.","Consultez le Règlement pour connaître les règles applicables. Un tampon RAISON DU REFUS est requis en cas de refus d'entrée."
"night:MANAGE_EXPENSES","Manage your expenses using the checkboxes below.","Gérez vos dépenses grâce aux cases à cocher ci-dessous."
"night:AFTER_6PM","Applicants entering after 6PM are unpaid.","Les voyageurs entrant après 18h ne sont pas payés."
"night:PROGRESS_SAVED","Progress is saved at the start of each day.","Votre progression est sauvegardée au début de chaque journée."
"night:ATTACK_DIDNOTHING","The day was cut short by a terrorist attack.","La journée de travail a été interrompue par une attaque terroriste."
"night:ATTACK_FIREDGUN","The day was cut short by a terrorist attack.","La journée de travail a été interrompue par une attaque terroriste."
"night:ATTACK_FIREDGUN","TRIGGER BONUS","BONUS DE TIR"
"night:ATTACK_SOLVED","The day was cut short by a terrorist attack.","La journée de travail a été interrompue par une attaque terroriste."
"night:ATTACK_SOLVED","SHARPSHOOTER BONUS","BONUS DE TIREUR D'ÉLITE"
"night:POISONING","The day was cut short by a security incident.","La journée de travail a été interrompue par un incident de sécurité."
"night:FAMILY_PICTURE","Your wife found an old family picture.","Votre femme a trouvé une vieille photo de famille."
"night:BUY_UPGRADE0","Booth Upgrade Available: SPACE key to toggle INSPECT mode.","Amélioration de box disponible : ESPACE pour le mode INSPECTION."
"night:BUY_UPGRADE0","UPGRADE BOOTH","AMÉLIORER LE BOX"
"night:BUY_UPGRADE0","Booth Upgrade Available: Multitouch.","Amélioration de box disponible : Multitouch."
"night:BUY_UPGRADE1","Booth Upgrade Available: TAB key to toggle stamp bar.","Amélioration de box disponible : TAB pour les tampons."
"night:BUY_UPGRADE1","UPGRADE BOOTH","AMÉLIORER LE BOX"
"night:BUY_UPGRADE2","Booth Upgrade Available: Rulebook shortcuts.","Amélioration de box disponible : signets du Règlement."
"night:BUY_UPGRADE2","UPGRADE BOOTH","AMÉLIORER LE BOX"
"night:BUY_UPGRADE3","Booth Upgrade Available: Double-click for quick INSPECT.","Amélioration de box disponible : double-clic pour l'INSPECTION rapide."
"night:BUY_UPGRADE3","UPGRADE BOOTH","AMÉLIORER LE BOX"
"night:APARTMENT_RENT","The rent has gone up.","Le loyer a augmenté."
"night:APARTMENT_UPGRADE","A cheaper class 8 apartment is available (Rent = 25, Heat = 10)","Un appartement de classe 8 est disponible (Loyer=25, Chauffage=10)"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-8","DÉMÉNAGER EN CLASSE 8"
"night:APARTMENT_UPGRADE","A class-7 apartment is available. (Rent = 30, Heat = 10)","Un appartement de classe 7 est disponible. (Loyer=30, Chauffage=10)"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-7","DÉMÉNAGER EN CLASSE 7"
"night:APARTMENT_UPGRADE","A class-6 apartment is available. (Rent = 40, Heat = 5)","Un appartement de classe 6 est disponible. (Loyer=40, Chauffage=5)"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-6","DÉMÉNAGER EN CLASSE 6"
"night:APARTMENT_UPGRADE","A class-5 apartment is available. (Rent = 50, Heat = 0)","Un appartement de classe 5 est disponible. (Loyer=50, Chauffage=0)"
"night:APARTMENT_UPGRADE","Class-5 is the best a worker can have.","Un travailleur ne peut pas obtenir mieux qu'un classe 5."
"night:APARTMENT_UPGRADE","MOVE TO CLASS-5","DÉMÉNAGER EN CLASSE 5"
"night:SON_BIRTHDAY","Your son's birthday is in 2 days.","L'anniversaire de votre fils est dans 2 jours."
"night:SON_BIRTHDAY2","Your son's birthday is tomorrow. He wants an expensive crayon set.","Demain, c'est l'anniversaire de votre fils. Il voudrait une boîte de crayons."
"night:SON_BIRTHDAY2","SON'S GIFT","CADEAU POUR VOTRE FILS"
"night:SON_BIRTHDAY3","Your son has drawn a picture for you to take to work.","Votre fils vous a fait un dessin à emporter au travail."
"night:NIECE","Your sister has been arrested. Her young daughter needs a home.","Votre soeur a été arrêtée. Sa fille a besoin d'un foyer."
"night:NIECE","ADOPT NIECE","ADOPTER VOTRE NIÈCE"
"night:NIECE2_YES","Your niece has brought her mother's savings.","Votre nièce a apporté les économies de sa mère."
"night:NIECE2_YES","SISTER'S SAVINGS","ÉCONOMIES DE VOTRE SOEUR"
"night:NIECE2_NO","Your niece has disappeared.","Votre nièce a disparu."
"night:FRIENDLY_GUARD_PAYOUT","A young woman dropped off something.","Une jeune femme est passée pour déposer quelque chose."
"night:FRIENDLY_GUARD_PAYOUT","ELISA'S GIFT","CADEAU D'ELISA"
"night:DETAIN_PAYOUT","DETAIN BONUS","BONUS DE DÉTENTION"
"night:EZIC_PAYOUT","A strange man brought money. Uncheck to burn it.","Un type bizarre a apporté de l'argent. Décochez pour le brûler."
"night:EZIC_PAYOUT","EZIC GIFT","CADEAU DE L'EZIC"
"night:EZIC_PAYOUT_RETRY","A strange man brought money again. Uncheck to burn it.","Un type bizarre a encore apporté de l'argent. Décochez pour le brûler."
"night:EZIC_PAYOUT_RETRY","EZIC GIFT","CADEAU DE L'EZIC"
"night:EZIC_TAKESAVINGS","The neighbors have reported your new wealth.","Les voisins ont signalé votre fortune soudaine."
"night:EZIC_TAKESAVINGS","The Ministry of Income has confiscated your savings pending investigation.","Le Ministère des Revenus a saisi vos économies et lancé une enquête."
"night:EZIC_CLEARED","The Ministry of Income has cleared all wrongdoing.","Le Ministère des Revenus vous a blanchi de tout soupçon."
"night:EZIC_CLEARED","Your savings will not be returned.","Vos économies ne vous seront pas restituées."
"night:EZIC_REWARD","A small package arrived.","Un petit paquet est arrivé."
"night:EZIC_REWARD","EZIC GIFT","CADEAU DE L'EZIC"
"night:TAKE_FAMILY_PASSPORTS","The Ministry of Information has confiscated your family's passports.","Le Ministère de l'Information a confisqué les passeports de la famille."
"night:ESCAPE","You can now escape to Obristan by yourself.","Vous pouvez fuir pour l'Obristan tout seul."
"night:ESCAPE","You can now escape to Obristan with one family member.","Vous pouvez fuir pour l'Obristan avec un membre de la famille."
"night:ESCAPE","You can now escape to Obristan with two family members.","Vous pouvez fuir pour l'Obristan avec deux membres de la famille."
"night:ESCAPE","You can now escape to Obristan with three family members.","Vous pouvez fuir pour l'Obristan avec trois membres de la famille."
"night:ESCAPE","You can now escape to Obristan with four family members.","Vous pouvez fuir pour l'Obristan avec quatre membres de la famille."
"night:ESCAPE","You can now escape to Obristan with everyone.","Vous pouvez fuir pour l'Obristan avec toute la famille."
"night:ESCAPE_1","ESCAPE (SELF)","FUIR (SEUL)"
"night:ESCAPE_2","ESCAPE (SELF+1)","FUIR (VOUS+1)"
"night:ESCAPE_3","ESCAPE (SELF+2)","FUIR (VOUS+2)"
"night:ESCAPE_4","ESCAPE (SELF+3)","FUIR (VOUS+3)"
"night:ESCAPE_5","ESCAPE (SELF+4)","FUIR (VOUS+4)"
"night:ESCAPE_6","ESCAPE (SELF+5)","FUIR (VOUS+5)"
"night:HANGINGS_PENALTY","A fine has been assessed for unofficial wall hangings.","Une amende vous a été infligée pour ornementation murale non-officielle."
"night:HANGINGS_PENALTY","HANGINGS FINE","AMENDE D'ORNEMENTATION"
"night:SELL_WATCH","You sold the digital watch on your way home.","Vous avez revendu la montre électronique sur le chemin de la maison."
"night:SELL_WATCH","WATCH PROFIT","REVENTE DE  LA MONTRE"
"night:EASY_MODE","EASY MODE CRUTCH","SOUTIEN DU MODE FACILE"
"night:SNEAK_HOME","You have rushed home amid the panic at work to check on your family.","Vous avez foncé chez vous pour fuir la panique, inquiet pour votre famille."
"night:SNEAK_HOME","Your information audit is scheduled for tomorrow morning.","Votre audit d'information est prévu pour demain matin."
